Wikidata ID,Title,Link,Label,Layer,Score,Reason,Alternates
Q223722,abundant number,http://planetmath.org/abundantnumber,abundant number,layer4.csv,1.000,exact_letters,Q3205712 (0.867; token_jaccard=0.67) highly abundant number [layer4.csv]; Q1956296 (0.867; token_jaccard=0.67) primitive abundant number [layer3.csv]
Q134509365,A⁢C⁢A_0,http://planetmath.org/aca0,ACA₀,layer3.csv,1.000,exact_letters,
Q3232444,Achilles number,http://planetmath.org/achillesnumber,Achilles number,layer4.csv,1.000,exact_letters,
Q341835,Ackermann function,http://planetmath.org/ackermannfunction,Ackermann function,layer1.csv,1.000,exact_letters,
Q2269888,A. Cohn’s irreducibility criterion,http://planetmath.org/acohnsirreducibilitycriterion,Cohn's irreducibility criterion,layer3.csv,0.920,token_jaccard=0.80,
Q3115453,acyclic graph,http://planetmath.org/acyclicgraph,acyclic graph,layer5.csv,1.000,exact_letters,Q3707624 (0.867; token_jaccard=0.67) connective acyclic graph [layer5.csv]; Q1195339 (0.867; token_jaccard=0.67) directed acyclic graph [layer5.csv]
Q4680695,adapted process,http://planetmath.org/adaptedprocess,Adapted process,layer2.csv,1.000,exact_letters,
Q32043,addition,http://planetmath.org/addition,addition,layer4.csv,1.000,exact_letters,
Q4681316,addition chain,http://planetmath.org/additionchain,addition chain,layer3.csv,1.000,exact_letters,
Q1715792,addition formula,http://planetmath.org/additionformula,velocity-addition formula,layer4.csv,0.867,token_jaccard=0.67,
Q95744479,additive function,http://planetmath.org/additivefunction,additive function,layer3.csv,1.000,exact_letters,Q95745348 (1.000; exact_letters) additive function [layer4.csv]; Q4057455 (0.867; token_jaccard=0.67) additive set function [layer3.csv]; Q95361345 (0.867; token_jaccard=0.67) completely additive function [layer5.csv]
Q95744479,additive function,http://planetmath.org/additivefunction1,additive function,layer3.csv,1.000,exact_letters,Q95745348 (1.000; exact_letters) additive function [layer4.csv]; Q4057455 (0.867; token_jaccard=0.67) additive set function [layer3.csv]; Q95361345 (0.867; token_jaccard=0.67) completely additive function [layer5.csv]
Q3605174,adèle,http://planetmath.org/adele,Adele,layer5.csv,1.000,exact_letters,
Q15217424,adherent point,http://planetmath.org/adherentpoint,adherent point,layer3.csv,1.000,exact_letters,
Q192683,ad hoc,http://planetmath.org/adhoc,ad hoc,layer5.csv,1.000,exact_letters,Q282072 (0.867; token_jaccard=0.67) ad hoc hypothesis [layer4.csv]
Q192683,ad hoc,http://planetmath.org/adhoc,ad hoc,layer5.csv,1.000,exact_letters,Q282072 (0.867; token_jaccard=0.67) ad hoc hypothesis [layer4.csv]
Q727035,adjacency matrix,http://planetmath.org/adjacencymatrix,adjacency matrix,layer4.csv,1.000,exact_letters,Q7446630 (0.867; token_jaccard=0.67) Seidel adjacency matrix [layer3.csv]
Q5403187,adjacent,http://planetmath.org/adjacent,adjacent,layer1.csv,1.000,exact_letters,
Q5403187,adjacent,http://planetmath.org/adjacent1,adjacent,layer1.csv,1.000,exact_letters,
Q1017106,adjoint representation,http://planetmath.org/adjointrepresentation,adjoint representation,layer5.csv,1.000,exact_letters,
Q2028341,Ado’s theorem,http://planetmath.org/adostheorem,Ado's theorem,layer3.csv,1.000,exact_letters,
Q938614,affine combination,http://planetmath.org/affinecombination,affine combination,layer3.csv,1.000,exact_letters,
Q1371213,affine connection,http://planetmath.org/affineconnection,affine connection,layer3.csv,1.000,exact_letters,
Q382698,affine space,http://planetmath.org/affinespace,affine space,layer2.csv,1.000,exact_letters,Q3058163 (0.867; token_jaccard=0.67) eucidean affine space [layer3.csv]
Q382497,affine transformation,http://planetmath.org/affinetransformation,affine transformation,layer3.csv,1.000,exact_letters,
Q2246542,Agoh-Giuga conjecture,http://planetmath.org/agohgiugaconjecture,Agoh–Giuga conjecture,layer3.csv,1.000,exact_letters,
Q4718108,Alexander trick,http://planetmath.org/alexandertrick,Alexander's trick,layer1.csv,0.867,token_jaccard=0.67,
Q3968,algebra,http://planetmath.org/algebra,algebra,layer2.csv,1.000,exact_letters,Q2836000 (1.000; exact_letters) *-algebra [layer3.csv]
Q1047547,algebraically closed,http://planetmath.org/algebraicallyclosed,algebraically closed field,layer4.csv,0.867,token_jaccard=0.67,
Q50698,algebraic equation,http://planetmath.org/algebraicequation,algebraic equation,layer4.csv,1.000,exact_letters,Q4723995 (0.867; token_jaccard=0.67) algebraic differential equation [layer4.csv]; Q4723989 (0.867; token_jaccard=0.67) algebraic Riccati equation [layer5.csv]; Q955889 (0.867; token_jaccard=0.67) differential algebraic equation [layer5.csv]
Q550791,algebraic extension,http://planetmath.org/algebraicextension,algebraic extension,layer4.csv,1.000,exact_letters,
Q746863,algebraic function,http://planetmath.org/algebraicfunction,algebraic function,layer2.csv,1.000,exact_letters,Q4724000 (0.867; token_jaccard=0.67) algebraic function field [layer5.csv]
Q121554727,algebraic integer,http://planetmath.org/algebraicinteger,algebraic integer,layer3.csv,1.000,exact_letters,Q646245 (1.000; exact_letters) algebraic integer [layer4.csv]
Q135097759,algebraic lattice,http://planetmath.org/algebraiclattice,algebraic lattice,layer5.csv,1.000,exact_letters,
Q4724008,algebraic manifold,http://planetmath.org/algebraicmanifold,algebraic manifold,layer4.csv,1.000,exact_letters,
Q168817,algebraic number,http://planetmath.org/algebraicnumber,algebraic number,layer3.csv,1.000,exact_letters,Q616608 (0.867; token_jaccard=0.67) algebraic number field [layer4.csv]; Q613048 (0.867; token_jaccard=0.67) algebraic number theory [layer2.csv]
Q613048,algebraic number theory,http://planetmath.org/algebraicnumbertheory,algebraic number theory,layer2.csv,1.000,exact_letters,Q168817 (0.867; token_jaccard=0.67) algebraic number [layer5.csv]
Q56312286,algebraic system,http://planetmath.org/algebraicsystem,algebraic system,layer1.csv,1.000,exact_letters,
Q4724022,algebraic torus,http://planetmath.org/algebraictorus,algebraic torus,layer2.csv,1.000,exact_letters,
Q1663510,aliquot sequence,http://planetmath.org/aliquotsequence,aliquot sequence,layer3.csv,1.000,exact_letters,
Q78340703,almost complex structure,http://planetmath.org/almostcomplexstructure,almost complex structure,layer1.csv,1.000,exact_letters,
Q4734003,almost convergent,http://planetmath.org/almostconvergent,Almost convergent sequence,layer4.csv,0.867,token_jaccard=0.67,
Q1139334,almost everywhere,http://planetmath.org/almosteverywhere,almost everywhere,layer3.csv,1.000,exact_letters,
Q1526045,almost perfect number,http://planetmath.org/almostperfectnumber,almost perfect number,layer3.csv,1.000,exact_letters,Q10904467 (0.867; token_jaccard=0.67) Almost Perfect [layer5.csv]; Q41715396 (0.867; token_jaccard=0.67) Almost Perfect [layer5.csv]; Q170043 (0.867; token_jaccard=0.67) perfect number [layer4.csv]; Q7168024 (0.867; token_jaccard=0.67) Perfect Number [layer5.csv]
Q15302777,alphabet,http://planetmath.org/alphabet,Alphabet,layer5.csv,1.000,exact_letters,Q837518 (1.000; exact_letters) alphabet [layer4.csv]
Q3890817,alternating factorial,http://planetmath.org/alternatingfactorial,Alternating factorial,layer1.csv,1.000,exact_letters,
Q3077468,alternating form,http://planetmath.org/alternatingform,alternating multilinear form,layer5.csv,0.867,token_jaccard=0.67,
Q91251728,alternating harmonic series,http://planetmath.org/alternatingharmonicseries,alternating harmonic series,layer4.csv,1.000,exact_letters,Q438842 (0.867; token_jaccard=0.67) alternating series [layer5.csv]; Q263961 (0.867; token_jaccard=0.67) harmonic series [layer4.csv]; Q464100 (0.867; token_jaccard=0.67) harmonic series [layer4.csv]
Q4736417,alternating knot,http://planetmath.org/alternatingknot,alternating knot,layer3.csv,1.000,exact_letters,Q96741348 (0.867; token_jaccard=0.67) almost-alternating knot [layer4.csv]; Q96741342 (0.867; token_jaccard=0.67) non-alternating knot [layer4.csv]
Q438842,alternating series,http://planetmath.org/alternatingseries,alternating series,layer3.csv,1.000,exact_letters,Q91251728 (0.867; token_jaccard=0.67) alternating harmonic series [layer4.csv]; Q914099 (0.867; token_jaccard=0.67) alternating series test [layer3.csv]
Q914099,alternating series test,http://planetmath.org/alternatingseriestest,alternating series test,layer3.csv,1.000,exact_letters,Q438842 (0.867; token_jaccard=0.67) alternating series [layer5.csv]
Q2165111,alternative algebra,http://planetmath.org/alternativealgebra,alternative algebra,layer4.csv,1.000,exact_letters,
Q1917459,ambiguous grammar,http://planetmath.org/ambiguousgrammar,ambiguous grammar,layer4.csv,1.000,exact_letters,
Q460419,Amdahl’s Law,http://planetmath.org/amdahlslaw,Amdahl's law,layer3.csv,1.000,exact_letters,
Q4742387,amenable number,http://planetmath.org/amenablenumber,amenable number,layer4.csv,1.000,exact_letters,
Q117927,amicable numbers,http://planetmath.org/amicablenumbers,amicable numbers,layer1.csv,1.000,exact_letters,
Q485287,analytic continuation,http://planetmath.org/analyticcontinuation,analytic continuation,layer3.csv,1.000,exact_letters,
Q10843274,analytic number theory,http://planetmath.org/analyticnumbertheory,analytic number theory,layer3.csv,1.000,exact_letters,
Q485312,analytic set,http://planetmath.org/analyticset,analytic set,layer4.csv,1.000,exact_letters,
Q485312,analytic set,http://planetmath.org/analyticset1,analytic set,layer4.csv,1.000,exact_letters,
Q4751141,analytic space,http://planetmath.org/analyticspace,analytic space,layer4.csv,1.000,exact_letters,Q7333799 (0.867; token_jaccard=0.67) rigid analytic space [layer5.csv]
Q1548146,Andrica’s conjecture,http://planetmath.org/andricasconjecture,Andrica's conjecture,layer3.csv,1.000,exact_letters,
Q27809,angle bisector,http://planetmath.org/anglebisector,angle bisector,layer2.csv,1.000,exact_letters,Q925854 (0.867; token_jaccard=0.67) angle bisector theorem [layer3.csv]
Q567083,annihilator,http://planetmath.org/annihilator,annihilator,layer3.csv,1.000,exact_letters,
Q56297274,Anosov diffeomorphism,http://planetmath.org/anosovdiffeomorphism,Anosov diffeomorphism,layer4.csv,1.000,exact_letters,
Q431937,antichain,http://planetmath.org/antichain,antichain,layer1.csv,1.000,exact_letters,
Q114326,antiderivative,http://planetmath.org/antiderivative,antiderivative,layer2.csv,1.000,exact_letters,
Q4774357,anti-diagonal matrix,http://planetmath.org/antidiagonalmatrix,anti-diagonal matrix,layer5.csv,1.000,exact_letters,Q332791 (0.867; token_jaccard=0.67) diagonal matrix [layer2.csv]
Q4774870,anti-isomorphism,http://planetmath.org/antiisomorphism,Antiisomorphism,layer4.csv,1.000,exact_letters,
Q1048057,antiprism,http://planetmath.org/antiprism,antiprism,layer5.csv,1.000,exact_letters,
Q4779193,apartness relation,http://planetmath.org/apartnessrelation,apartness relation,layer2.csv,1.000,exact_letters,
Q622682,Apéry’s constant,http://planetmath.org/aperysconstant,Apéry's constant,layer2.csv,1.000,exact_letters,
Q877489,Apollonius theorem,http://planetmath.org/apolloniustheorem,Apollonius' theorem,layer3.csv,1.000,exact_letters,
Q1090038,Appell sequence,http://planetmath.org/appellsequence,Appell sequence,layer4.csv,1.000,exact_letters,
Q621743,approximate identity,http://planetmath.org/approximateidentity,approximate identity,layer5.csv,1.000,exact_letters,
Q124302134,approximation,http://planetmath.org/approximation,approximation,layer4.csv,1.000,exact_letters,Q27058 (1.000; exact_letters) approximation [layer4.csv]
Q621744,approximation property,http://planetmath.org/approximationproperty,approximation property,layer2.csv,1.000,exact_letters,
Q634579,Archimedean property,http://planetmath.org/archimedeanproperty,Archimedean property,layer2.csv,1.000,exact_letters,
Q28967,Archimedean spiral,http://planetmath.org/archimedeanspiral,Archimedean spiral,layer1.csv,1.000,exact_letters,Q12785077 (0.867; token_jaccard=0.67) generalized Archimedean spiral [layer4.csv]
Q670036,arc length,http://planetmath.org/arclength,arc length,layer5.csv,1.000,exact_letters,
Q111811675,area,http://planetmath.org/area,area,layer4.csv,1.000,exact_letters,Q11500 (1.000; exact_letters) area [layer3.csv]; Q13046057 (1.000; exact_letters) area [layer4.csv]; Q17332320 (1.000; exact_letters) area [layer4.csv]
Q20183185,area of a spherical triangle,http://planetmath.org/areaofasphericaltriangle,area of a triangle,layer5.csv,0.920,token_jaccard=0.80,
Q10417492,Argand diagram,http://planetmath.org/arganddiagram,Argand diagram,layer1.csv,1.000,exact_letters,
Q287353,arg min and arg max,http://planetmath.org/argminandargmax,arg max and min,layer5.csv,1.000,token_jaccard=1.00,
Q287353,arg min and arg max,http://planetmath.org/argminandargmax,arg max and min,layer5.csv,1.000,token_jaccard=1.00,
Q1780131,argument,http://planetmath.org/argument,argument,layer3.csv,1.000,exact_letters,Q2185614 (1.000; exact_letters) argument [layer4.csv]
Q1370201,argument principle,http://planetmath.org/argumentprinciple,argument principle,layer3.csv,1.000,exact_letters,
Q669094,arithmetical hierarchy,http://planetmath.org/arithmeticalhierarchy,arithmetical hierarchy,layer5.csv,1.000,exact_letters,
Q3013123,arithmetic derivative,http://planetmath.org/arithmeticderivative,arithmetic derivative,layer4.csv,1.000,exact_letters,
Q140744,arithmetic function,http://planetmath.org/arithmeticfunction,arithmetic function,layer3.csv,1.000,exact_letters,
Q476167,arithmetic-geometric mean,http://planetmath.org/arithmeticgeometricmean,arithmetic–geometric mean,layer4.csv,1.000,exact_letters,Q19033 (0.867; token_jaccard=0.67) arithmetic mean [layer5.csv]; Q185049 (0.867; token_jaccard=0.67) geometric mean [layer5.csv]
Q19033,arithmetic mean,http://planetmath.org/arithmeticmean,arithmetic mean,layer3.csv,1.000,exact_letters,Q476167 (0.867; token_jaccard=0.67) arithmetic–geometric mean [layer4.csv]; Q583095 (0.867; token_jaccard=0.67) quasi-arithmetic mean [layer3.csv]
Q170008,arithmetic progression,http://planetmath.org/arithmeticprogression,arithmetic progression,layer5.csv,1.000,exact_letters,Q5532461 (0.867; token_jaccard=0.67) generalized arithmetic progression [layer5.csv]
Q170008,arithmetic progression,http://planetmath.org/arithmeticprogression,arithmetic progression,layer5.csv,1.000,exact_letters,Q5532461 (0.867; token_jaccard=0.67) generalized arithmetic progression [layer5.csv]
Q956213,arithmetic series,http://planetmath.org/arithmeticseries,arithmetic series,layer2.csv,1.000,exact_letters,Q6029832 (0.867; token_jaccard=0.67) infinite arithmetic series [layer5.csv]
Q1315869,arity,http://planetmath.org/arity,arity,layer2.csv,1.000,exact_letters,
Q1315869,arity,http://planetmath.org/arity,arity,layer2.csv,1.000,exact_letters,
Q1192020,Aronszajn tree,http://planetmath.org/aronszajntree,Aronszajn tree,layer1.csv,1.000,exact_letters,
Q671836,arrow,http://planetmath.org/arrow,Arrow,layer5.csv,1.000,exact_letters,
Q671836,arrow,http://planetmath.org/arrow,Arrow,layer5.csv,1.000,exact_letters,
Q11660,artificial intelligence,http://planetmath.org/artificialintelligence,artificial intelligence,layer5.csv,1.000,exact_letters,Q2264109 (0.867; token_jaccard=0.67) artificial general intelligence [layer5.csv]; Q117349473 (0.867; token_jaccard=0.67) artificial intelligence model [layer4.csv]; Q117246174 (0.867; token_jaccard=0.67) generative artificial intelligence [layer5.csv]; Q124464237 (0.867; token_jaccard=0.67) multimodal artificial intelligence [layer4.csv]
Q128657469,Artin map,http://planetmath.org/artinmap,Artin map,layer2.csv,1.000,exact_letters,
Q2319635,Artin’s conjecture on primitive roots,http://planetmath.org/artinsconjectureonprimitiveroots,Artin's conjecture on primitive roots,layer3.csv,1.000,exact_letters,
Q1477053,Ascoli-Arzelà theorem,http://planetmath.org/ascoliarzelatheorem,Arzelà–Ascoli theorem,layer4.csv,1.000,token_jaccard=1.00,
Q1441762,aspect ratio,http://planetmath.org/aspectratio,aspect ratio,layer3.csv,1.000,exact_letters,Q1545619 (1.000; exact_letters) aspect ratio [layer5.csv]; Q3420077 (0.867; token_jaccard=0.67) display aspect ratio [layer4.csv]; Q588886 (0.867; token_jaccard=0.67) pixel aspect ratio [layer5.csv]; Q3973862 (0.867; token_jaccard=0.67) storage aspect ratio [layer4.csv]
Q620614,assignment problem,http://planetmath.org/assignmentproblem,assignment problem,layer2.csv,1.000,exact_letters,Q5532462 (0.867; token_jaccard=0.67) generalized assignment problem [layer3.csv]
Q427018,associated bundle construction,http://planetmath.org/associatedbundleconstruction,associated bundle,layer4.csv,0.867,token_jaccard=0.67,
Q4810150,association scheme,http://planetmath.org/associationscheme,association scheme,layer1.csv,1.000,exact_letters,
Q2405805,associator,http://planetmath.org/associator,associator,layer4.csv,1.000,exact_letters,
Q179436,asymptote,http://planetmath.org/asymptote,asymptote,layer3.csv,1.000,exact_letters,
Q261484,atom,http://planetmath.org/atom,atom,layer3.csv,1.000,exact_letters,Q681650 (1.000; exact_letters) atom [layer3.csv]
Q2328174,atomic formula,http://planetmath.org/atomicformula,atomic formula,layer5.csv,1.000,exact_letters,
Q15614122,atom (measure theory),http://planetmath.org/atommeasuretheory,measure theory,layer2.csv,0.867,token_jaccard=0.67,
Q217608,attracting fixed point,http://planetmath.org/attractingfixedpoint,fixed point,layer2.csv,0.867,token_jaccard=0.67,
Q507187,attractor,http://planetmath.org/attractor,attractor,layer3.csv,1.000,exact_letters,
Q291256,automaton,http://planetmath.org/automaton,ω-automaton,layer4.csv,1.000,token_jaccard=1.00,
Q2313686,automorphic number,http://planetmath.org/automorphicnumber,automorphic number,layer2.csv,1.000,exact_letters,
Q4826702,automorphism group of a cyclic group,http://planetmath.org/automorphismgroupofacyclicgroup,automorphism group of a free group,layer4.csv,0.867,token_jaccard=0.67,
Q749245,autonomous system,http://planetmath.org/autonomoussystem,autonomous system,layer2.csv,1.000,exact_letters,Q788009 (1.000; exact_letters) autonomous system [layer3.csv]; Q17104748 (0.867; token_jaccard=0.67) non-autonomous system [layer3.csv]
Q2202883,autoregressive model,http://planetmath.org/autoregressivemodel,autoregressive model,layer3.csv,1.000,exact_letters,
Q110630372,axiom,http://planetmath.org/axiom,Axiom,layer5.csv,1.000,exact_letters,Q11850414 (1.000; exact_letters) axiom [layer2.csv]; Q17736 (1.000; exact_letters) axiom [layer1.csv]
Q179692,axiom of choice,http://planetmath.org/axiomofchoice,axiom of choice,layer3.csv,1.000,exact_letters,Q1000116 (0.900; token_jaccard=0.75) axiom of countable choice [layer3.csv]; Q3303153 (0.900; token_jaccard=0.75) axiom of dependent choice [layer3.csv]; Q3511558 (0.900; token_jaccard=0.75) axiom of global choice [layer2.csv]; Q4478785 (0.840; token_jaccard=0.60) equivalent of the axiom of choice [layer2.csv]
Q1000116,axiom of countable choice,http://planetmath.org/axiomofcountablechoice,axiom of countable choice,layer3.csv,1.000,exact_letters,Q179692 (0.900; token_jaccard=0.75) axiom of choice [layer3.csv]; Q3303153 (0.840; token_jaccard=0.60) axiom of dependent choice [layer3.csv]; Q3511558 (0.840; token_jaccard=0.60) axiom of global choice [layer2.csv]
Q4830558,axiom of determinacy,http://planetmath.org/axiomofdeterminacy,axiom of determinacy,layer3.csv,1.000,exact_letters,Q4830557 (0.900; token_jaccard=0.75) axiom of projective determinacy [layer3.csv]; Q4830559 (0.900; token_jaccard=0.75) axiom of real determinacy [layer3.csv]
Q740424,axiom of extensionality,http://planetmath.org/axiomofextensionality,axiom of extensionality,layer3.csv,1.000,exact_letters,
Q920450,axiom of infinity,http://planetmath.org/axiomofinfinity,axiom of infinity,layer3.csv,1.000,exact_letters,
Q920796,axiom of pairing,http://planetmath.org/axiomofpairing,axiom of pairing,layer3.csv,1.000,exact_letters,
Q1077811,axiom of power set,http://planetmath.org/axiomofpowerset,axiom of power set,layer3.csv,1.000,exact_letters,Q2045366 (0.840; token_jaccard=0.60) axiom of empty set [layer2.csv]; Q36191904 (0.840; token_jaccard=0.60) axiom of set theory [layer2.csv]
Q1987722,axiom of union,http://planetmath.org/axiomofunion,axiom of union,layer2.csv,1.000,exact_letters,
Q25972335,Bacon number,http://planetmath.org/baconnumber,Bacon number,layer3.csv,1.000,exact_letters,Q722700 (0.867; token_jaccard=0.67) Erdős–Bacon number [layer2.csv]
Q4841300,Baer-Specker group,http://planetmath.org/baerspeckergroup,Baer–Specker group,layer2.csv,1.000,exact_letters,Q4841293 (0.867; token_jaccard=0.67) Baer group [layer1.csv]
Q1052678,Baire category theorem,http://planetmath.org/bairecategorytheorem,Baire category theorem,layer3.csv,1.000,exact_letters,
Q1150180,Baire space,http://planetmath.org/bairespace,Baire space,layer1.csv,1.000,exact_letters,Q803936 (1.000; exact_letters) Baire space [layer3.csv]
Q1150180,Baire space,http://planetmath.org/bairespace1,Baire space,layer1.csv,1.000,exact_letters,Q803936 (1.000; exact_letters) Baire space [layer3.csv]
Q804316,Baker-Campbell-Hausdorff formula(e),http://planetmath.org/bakercampbellhausdorffformulae,Baker–Campbell–Hausdorff formula,layer3.csv,0.920,token_jaccard=0.80,
Q127387010,balance,http://planetmath.org/balance,balance,layer5.csv,1.000,exact_letters,Q1365641 (1.000; exact_letters) balance [layer4.csv]; Q4145128 (1.000; exact_letters) Balance [layer5.csv]
Q1934929,balanced prime,http://planetmath.org/balancedprime,balanced prime,layer4.csv,1.000,exact_letters,
Q778785,balanced set,http://planetmath.org/balancedset,balanced set,layer2.csv,1.000,exact_letters,
Q29791656,balanced tree,http://planetmath.org/balancedtree,balanced tree,layer4.csv,1.000,exact_letters,Q11061289 (0.867; token_jaccard=0.67) balanced binary tree [layer5.csv]; Q29791960 (0.867; token_jaccard=0.67) height-balanced tree [layer5.csv]; Q7979855 (0.867; token_jaccard=0.67) weight-balanced tree [layer5.csv]
Q3527008,Balian-Low,http://planetmath.org/balianlow,Balian–Low theorem,layer3.csv,0.867,token_jaccard=0.67,
Q537618,Banach-Alaoglu theorem,http://planetmath.org/banachalaoglutheorem,Banach–Alaoglu theorem,layer3.csv,1.000,exact_letters,
Q806066,Banach algebra,http://planetmath.org/banachalgebra,Banach algebra,layer1.csv,1.000,exact_letters,Q16930464 (1.000; exact_letters) Banach *-algebra [layer2.csv]; Q4742386 (0.867; token_jaccard=0.67) amenable Banach algebra [layer2.csv]
Q220680,Banach fixed point theorem,http://planetmath.org/banachfixedpointtheorem,Banach fixed-point theorem,layer3.csv,1.000,exact_letters,Q1422068 (0.900; token_jaccard=0.75) fixed-point theorem [layer4.csv]; Q4944908 (0.840; token_jaccard=0.60) Borel fixed-point theorem [layer4.csv]; Q1144897 (0.840; token_jaccard=0.60) Brouwer fixed-point theorem [layer4.csv]; Q2687556 (0.840; token_jaccard=0.60) Browder fixed point theorem [layer3.csv]
Q2226697,Banach-Krein-Šmulian theorem,http://planetmath.org/banachkreinvsmuliantheorem,Krein–Šmulian theorem,layer4.csv,0.900,token_jaccard=0.75,
Q806060,Banach limit,http://planetmath.org/banachlimit,Banach limit,layer1.csv,1.000,exact_letters,
Q806050,Banach-Mazur compactum,http://planetmath.org/banachmazurcompactum,Banach–Mazur compactum,layer4.csv,1.000,exact_letters,
Q194397,Banach space,http://planetmath.org/banachspace,Banach space,layer1.csv,1.000,exact_letters,
Q3527166,Banach-Steinhaus theorem,http://planetmath.org/banachsteinhaustheorem,Steinhaus theorem,layer3.csv,0.867,token_jaccard=0.67,
Q737851,Banach-Tarski paradox,http://planetmath.org/banachtarskiparadox,Banach–Tarski paradox,layer3.csv,1.000,exact_letters,
Q4177774,band,http://planetmath.org/band,band,layer1.csv,1.000,exact_letters,Q96373053 (1.000; exact_letters) Band [layer1.csv]
Q109043086,Barbălat’s lemma,http://planetmath.org/barbualatslemma,Barbalat's lemma,layer2.csv,1.000,exact_letters,
Q899044,Bargmann-Fock space,http://planetmath.org/bargmannfockspace,Fock space,layer5.csv,0.867,token_jaccard=0.67,
Q4861944,Barnsley fern,http://planetmath.org/barnsleyfern,Barnsley fern,layer3.csv,1.000,exact_letters,
Q125179285,operator,http://planetmath.org/barpartialoperator,Operator,layer3.csv,1.000,exact_letters,Q131030 (1.000; exact_letters) operator [layer3.csv]; Q2003689 (1.000; exact_letters) operator [layer5.csv]; Q27958160 (1.000; exact_letters) Operator [layer5.csv]; Q3354588 (1.000; exact_letters) operator [layer3.csv]
Q5786321,barycentric coordinates,http://planetmath.org/barycentriccoordinates,barycentric coordinates,layer3.csv,1.000,exact_letters,
Q810431,Basel problem,http://planetmath.org/baselproblem,Basel problem,layer1.csv,1.000,exact_letters,
Q810431,Basel problem derivation,http://planetmath.org/baselproblemderivation,Basel problem,layer2.csv,0.867,token_jaccard=0.67,
Q28776,BASIC,http://planetmath.org/basic,Basic,layer5.csv,1.000,exact_letters,
Q189569,basis,http://planetmath.org/basis,basis,layer3.csv,1.000,exact_letters,Q810193 (1.000; exact_letters) basis [layer3.csv]
Q44924150,basis (topology),http://planetmath.org/basistopology,basis element (topology),layer1.csv,0.867,token_jaccard=0.67,
Q2226602,Bauer-Fike theorem,http://planetmath.org/bauerfiketheorem,Bauer–Fike theorem,layer3.csv,1.000,exact_letters,
Q4150685,Baumslag-Solitar group,http://planetmath.org/baumslagsolitargroup,Baumslag–Solitar group,layer1.csv,1.000,exact_letters,
Q1754809,Baye’s rule,http://planetmath.org/bayesrule,Bayes' rule,layer3.csv,1.000,exact_letters,
Q182505,Bayes’ theorem,http://planetmath.org/bayestheorem,Bayes' theorem,layer3.csv,1.000,exact_letters,
Q508173,Beal conjecture,http://planetmath.org/bealconjecture,Beal's conjecture,layer5.csv,0.867,token_jaccard=0.67,
Q791663,Beatty sequence,http://planetmath.org/beattysequence,Beatty sequence,layer4.csv,1.000,exact_letters,
Q16551804,behavior,http://planetmath.org/behavior,Behavior,layer5.csv,1.000,exact_letters,
Q4880958,Behnke-Stein theorem,http://planetmath.org/behnkesteintheorem,Behnke–Stein theorem,layer3.csv,1.000,exact_letters,
