Wikidata ID,Title,Link,Label,Layer,Score,Reason,Alternates,Provenance
Q245462,cyclic group,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Group/Defs.html#IsCyclic,cyclic group,layer2.csv,1.000,exact_letters,Q2790210 (0.867; token_jaccard=0.67) binary cyclic group [layer4.csv]; Q54806735 (0.867; token_jaccard=0.67) finite cyclic group [layer5.csv]; Q54806746 (0.867; token_jaccard=0.67) infinite cyclic group [layer5.csv]; Q16969335 (0.867; token_jaccard=0.67) primary cyclic group [layer5.csv],layer_match
Q1755242,nilpotent group,https://leanprover-community.github.io/mathlib4_docs/Mathlib/GroupTheory/Nilpotent.html#Group.IsNilpotent,nilpotent group,layer4.csv,1.000,exact_letters,Q4369993 (0.867; token_jaccard=0.67) poly-nilpotent group [layer4.csv],layer_match
Q1589600,structure of finitely generated abelian groups,https://leanprover-community.github.io/mathlib4_docs/Mathlib/GroupTheory/FiniteAbelian/Basic.html#AddCommGroup.equiv_free_prod_directSum_zmod,fundamental theorem of finitely generated abelian groups,layer3.csv,0.850,token_jaccard=0.62,,layer_match
Q161172,ring,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Defs.html#Ring,ring,layer3.csv,1.000,exact_letters,Q25415527 (1.000; exact_letters) Ring [layer5.csv]; Q531328 (1.000; exact_letters) Ring [layer5.csv]; Q60837942 (1.000; exact_letters) Ring [layer5.csv]; Q111962410 (1.000; token_jaccard=1.00) Ring Ring [layer5.csv],layer_match
Q929536,subring,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Ring/Subring/Defs.html#Subring,subring,layer4.csv,1.000,exact_letters,,layer_match
Q1142704,local ring,https://leanprover-community.github.io/mathlib4_docs/Mathlib/RingTheory/LocalRing/Defs.html#IsLocalRing,local ring,layer4.csv,1.000,exact_letters,Q60821171 (0.867; token_jaccard=0.67) complete local ring [layer4.csv]; Q7134519 (0.867; token_jaccard=0.67) parafactorial local ring [layer5.csv]; Q2138875 (0.867; token_jaccard=0.67) regular local ring [layer3.csv]; Q7449309 (0.867; token_jaccard=0.67) semi-local ring [layer5.csv],layer_match
Q582271,Noetherian ring,https://leanprover-community.github.io/mathlib4_docs/Mathlib/RingTheory/Noetherian/Defs.html#IsNoetherianRing,noetherian ring,layer2.csv,1.000,exact_letters,Q126898826 (0.867; token_jaccard=0.67) Noetherian commutative ring [layer5.csv],layer_match
Q3782642,ordered ring,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Order/Ring/Defs.html#OrderedRing,ordered ring,layer3.csv,1.000,exact_letters,Q7140405 (0.867; token_jaccard=0.67) partially ordered ring [layer4.csv],layer_match
Q619436,quotient ring,https://leanprover-community.github.io/mathlib4_docs/Mathlib/RingTheory/Ideal/Quotient/Defs.html#Ideal.Quotient.ring,quotient ring,layer3.csv,1.000,exact_letters,Q5695923 (0.867; token_jaccard=0.67) total quotient ring [layer4.csv],layer_match
Q11710992,prime ideal,https://leanprover-community.github.io/mathlib4_docs/Mathlib/RingTheory/Ideal/Prime.html#Ideal.IsPrime,prime ideal,layer5.csv,1.000,exact_letters,Q863912 (1.000; exact_letters) prime ideal [layer5.csv],layer_match
Q1203540,maximal ideal,https://leanprover-community.github.io/mathlib4_docs/Mathlib/RingTheory/Ideal/Maximal.html#Ideal.IsMaximal,maximal ideal,layer3.csv,1.000,exact_letters,,layer_match
Q193878,Chinese remainder theorem,https://leanprover-community.github.io/mathlib4_docs/Mathlib/RingTheory/Ideal/Quotient/Operations.html#Ideal.quotientInfRingEquivPiQuotient,Chinese remainder theorem,layer3.csv,1.000,exact_letters,,layer_match
Q1497184,fractional ideal,https://leanprover-community.github.io/mathlib4_docs/Mathlib/RingTheory/FractionalIdeal/Basic.html#FractionalIdeal,fractional ideal,layer4.csv,1.000,exact_letters,,layer_match
Q2989575,irreducible element,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Group/Irreducible/Defs.html#Irreducible,irreducible element,layer3.csv,1.000,exact_letters,,layer_match
Q131752,greatest common divisor,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/GCDMonoid/Basic.html#GCDMonoid.gcd,greatest common divisor,layer2.csv,1.000,exact_letters,Q7226640 (0.900; token_jaccard=0.75) polynomial greatest common divisor [layer4.csv]; Q10892988 (0.867; token_jaccard=0.67) common divisor [layer5.csv],layer_match
Q102761,least common multiple,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/GCDMonoid/Basic.html#GCDMonoid.lcm,least common multiple,layer2.csv,1.000,exact_letters,Q10855396 (0.867; token_jaccard=0.67) common multiple [layer3.csv],layer_match
Q1143969,principal ideal domain,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/Span/Defs.html#Submodule.IsPrincipal,principal ideal domain,layer3.csv,1.000,exact_letters,Q24769475 (0.867; token_jaccard=0.67) IDEAL domain [layer5.csv]; Q44382 (0.867; token_jaccard=0.67) principal ideal [layer5.csv],layer_match
Q867345,Euclidean domain,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/EuclideanDomain/Defs.html#EuclideanDomain,Euclidean domain,layer4.csv,1.000,exact_letters,,layer_match
Q190026,Euler's totient function ($\varphi$),https://leanprover-community.github.io/mathlib4_docs/Mathlib/Data/Nat/Totient.html#Nat.totient,Euler's totient function,layer2.csv,0.920,token_jaccard=0.80,,layer_match
Q125582573,multiplicity,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Polynomial/Div.html#Polynomial.rootMultiplicity,Multiplicity,layer5.csv,1.000,exact_letters,Q2228257 (1.000; exact_letters) multiplicity [layer5.csv]; Q774732 (1.000; exact_letters) Multiplicity [layer5.csv]; Q902301 (1.000; exact_letters) multiplicity [layer5.csv],layer_match
Q2530089,separable polynomial,https://leanprover-community.github.io/mathlib4_docs/Mathlib/FieldTheory/Separable.html#Polynomial.Separable,separable polynomial,layer4.csv,1.000,exact_letters,,layer_match
Q1476663,irreducible polynomial,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Group/Irreducible/Defs.html#Irreducible,irreducible polynomial,layer4.csv,1.000,exact_letters,,layer_match
Q1057416,Eisenstein's criterion,https://leanprover-community.github.io/mathlib4_docs/Mathlib/RingTheory/Polynomial/Eisenstein/Criterion.html#Polynomial.irreducible_of_eisenstein_criterion,Eisenstein's criterion,layer3.csv,1.000,exact_letters,,layer_match
Q206925,power series,https://leanprover-community.github.io/mathlib4_docs/Mathlib/RingTheory/PowerSeries/Basic.html#PowerSeries,power series,layer3.csv,1.000,exact_letters,Q1003025 (0.867; token_jaccard=0.67) formal power series [layer5.csv]; Q3045470 (0.867; token_jaccard=0.67) power series expansion [layer2.csv],layer_match
Q2030545,associative algebra over a commutative ring,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Algebra/Defs.html#Algebra,algebra over a ring,layer4.csv,0.867,token_jaccard=0.67,,layer_match
Q7700713,tensor product of algebras,https://leanprover-community.github.io/mathlib4_docs/Mathlib/RingTheory/TensorProduct/Basic.html#Algebra.TensorProduct.instAlgebra,tensor product of algebras,layer3.csv,1.000,exact_letters,Q340145 (0.840; token_jaccard=0.60) tensor product of fields [layer4.csv]; Q15994781 (0.840; token_jaccard=0.60) tensor product of graphs [layer5.csv]; Q3406761 (0.840; token_jaccard=0.60) tensor product of modules [layer3.csv]; Q48995828 (0.840; token_jaccard=0.60) tensor product of representations [layer4.csv],layer_match
Q664495,Lie algebra,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Lie/Basic.html#LieAlgebra,Lie algebra,layer2.csv,1.000,exact_letters,Q632521 (0.867; token_jaccard=0.67) affine Lie algebra [layer5.csv]; Q28852305 (0.867; token_jaccard=0.67) classical Lie algebra [layer5.csv]; Q5155287 (0.867; token_jaccard=0.67) compact Lie algebra [layer3.csv]; Q5499906 (0.867; token_jaccard=0.67) free Lie algebra [layer4.csv],layer_match
Q1196652,exterior algebra,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/ExteriorAlgebra/Basic.html#ExteriorAlgebra,exterior algebra,layer3.csv,1.000,exact_letters,,layer_match
Q674689,Clifford algebra,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/CliffordAlgebra/Basic.html#CliffordAlgebra,Clifford algebra,layer1.csv,1.000,exact_letters,,layer_match
Q1172412,field,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Field/Defs.html#Field,field,layer5.csv,1.000,exact_letters,Q190109 (1.000; exact_letters) field [layer2.csv],layer_match
Q1047547,algebraically closed field,https://leanprover-community.github.io/mathlib4_docs/Mathlib/FieldTheory/IsAlgClosed/Basic.html#IsAlgClosed,algebraically closed field,layer4.csv,1.000,exact_letters,Q7254461 (0.900; token_jaccard=0.75) pseudo algebraically closed field [layer4.csv]; Q283684 (0.900; token_jaccard=0.75) quasi-algebraically closed field [layer5.csv],layer_match
Q550791,algebraic extension,https://leanprover-community.github.io/mathlib4_docs/Mathlib/RingTheory/Algebraic/Defs.html#Algebra.IsAlgebraic,algebraic extension,layer4.csv,1.000,exact_letters,,layer_match
Q1996100,splitting field,https://leanprover-community.github.io/mathlib4_docs/Mathlib/FieldTheory/SplittingField/Construction.html#Polynomial.SplittingField,splitting field,layer3.csv,1.000,exact_letters,,layer_match
Q1143328,chain complex,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Homology/HomologicalComplex.html#ChainComplex,chain complex,layer2.csv,1.000,exact_letters,,layer_match
Q472883,quadratic reciprocity,https://leanprover-community.github.io/mathlib4_docs/Mathlib/NumberTheory/LegendreSymbol/QuadraticReciprocity.html#legendreSym.quadratic_reciprocity,quadratic reciprocity,layer3.csv,1.000,exact_letters,,layer_match
Q720469,Chevalley-Warning theorem,https://leanprover-community.github.io/mathlib4_docs/Mathlib/FieldTheory/ChevalleyWarning.html#char_dvd_card_solutions,Chevalley–Warning theorem,layer3.csv,1.000,exact_letters,,layer_match
Q1227702,Dirichlet unit theorem,https://leanprover-community.github.io/mathlib4_docs/Mathlib/NumberTheory/NumberField/Units/DirichletTheorem.html#NumberField.Units.exist_unique_eq_mul_prod,Dirichlet's unit theorem,layer4.csv,0.900,token_jaccard=0.75,,layer_match
Q112898115,representation,https://leanprover-community.github.io/mathlib4_docs/Mathlib/RepresentationTheory/Basic.html#Representation,representation,layer4.csv,1.000,exact_letters,Q2905654 (1.000; exact_letters) representation [layer1.csv],layer_match
Q108183455,character,https://leanprover-community.github.io/mathlib4_docs/Mathlib/RepresentationTheory/Character.html#FDRep.character,Character,layer5.csv,1.000,exact_letters,Q928545 (1.000; exact_letters) Character [layer5.csv],layer_match
Q18848,module,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Module/Defs.html#Module,module,layer2.csv,1.000,exact_letters,,layer_match
Q207643,linear map,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Module/LinearMap/Defs.html#LinearMap,linear map,layer2.csv,1.000,exact_letters,,layer_match
Q125977,vector space,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Module/Defs.html#Module,vector space,layer2.csv,1.000,exact_letters,Q5156614 (0.867; token_jaccard=0.67) complex vector space [layer4.csv]; Q3058338 (0.867; token_jaccard=0.67) finite vector space [layer4.csv]; Q42797338 (0.867; token_jaccard=0.67) function vector space [layer5.csv]; Q3058206 (0.867; token_jaccard=0.67) graded vector space [layer3.csv],layer_match
Q1393796,quotient space,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/Quotient/Defs.html#Submodule.hasQuotient,quotient space,layer3.csv,1.000,exact_letters,Q1139111 (0.867; token_jaccard=0.67) quotient topological space [layer4.csv],layer_match
Q1163016,tensor product,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/TensorProduct/Basic.html#TensorProduct,tensor product,layer4.csv,1.000,exact_letters,Q39046230 (0.867; token_jaccard=0.67) derived tensor product [layer4.csv]; Q96382131 (0.867; token_jaccard=0.67) inductive tensor product [layer5.csv]; Q1663619 (0.867; token_jaccard=0.67) injective tensor product [layer4.csv]; Q89672221 (0.867; token_jaccard=0.67) projective tensor product [layer4.csv],layer_match
Q2444982,Noetherian module,https://leanprover-community.github.io/mathlib4_docs/Mathlib/RingTheory/Noetherian/Defs.html#IsNoetherian,Noetherian module,layer1.csv,1.000,exact_letters,,layer_match
Q189569,basis,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/Basis/Defs.html#Module.Basis,basis,layer3.csv,1.000,exact_letters,Q810193 (1.000; exact_letters) basis [layer3.csv],layer_match
Q1952404,multilinear map,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/Multilinear/Basic.html#MultilinearMap,multilinear map,layer3.csv,1.000,exact_letters,Q4736615 (0.867; token_jaccard=0.67) alternating multilinear map [layer4.csv]; Q55608620 (0.867; token_jaccard=0.67) cryptographic multilinear map [layer4.csv]; Q77591243 (0.867; token_jaccard=0.67) symmetric multilinear map [layer4.csv],layer_match
Q4736615,alternating map,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/Alternating/Basic.html#AlternatingMap,alternating multilinear map,layer4.csv,0.867,token_jaccard=0.67,,layer_match
Q524607,general linear group,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/GeneralLinearGroup.html#LinearMap.GeneralLinearGroup,general linear group,layer4.csv,1.000,exact_letters,Q99999421 (0.900; token_jaccard=0.75) complex general linear group [layer5.csv],layer_match
Q2297777,dual basis,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/Dual/Basis.html#Module.Basis.dualBasis,dual basis,layer4.csv,1.000,exact_letters,,layer_match
Q2915729,ring-valued matrix,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/Matrix/Defs.html#Matrix,matrix ring,layer5.csv,0.867,token_jaccard=0.67,,layer_match
Q178546,determinant,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/Matrix/Determinant/Basic.html#Matrix.det,determinant,layer4.csv,1.000,exact_letters,,layer_match
Q1163608,minimal polynomial,https://leanprover-community.github.io/mathlib4_docs/Mathlib/FieldTheory/Minpoly/Basic.html#minpoly,minimal polynomial,layer4.csv,1.000,exact_letters,Q2242730 (1.000; exact_letters) minimal polynomial [layer3.csv],layer_match
Q849705,characteristic polynomial,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/Matrix/Charpoly/Basic.html#Matrix.charpoly,characteristic polynomial,layer4.csv,1.000,exact_letters,Q114727829 (0.867; token_jaccard=0.67) The characteristic polynomial [layer2.csv],layer_match
Q656772,Cayley-Hamilton theorem,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/Matrix/Charpoly/Basic.html#Matrix.aeval_self_charpoly,Cayley–Hamilton theorem,layer3.csv,1.000,exact_letters,,layer_match
Q3553768,eigenvalue,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/Eigenspace/Basic.html#Module.End.HasEigenvalue,eigenvalue,layer1.csv,1.000,exact_letters,,layer_match
Q3555174,eigenvector,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/Eigenspace/Basic.html#Module.End.HasEigenvector,eigenvector,layer3.csv,1.000,exact_letters,,layer_match
Q837924,bilinear form,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/BilinearMap.html#LinearMap.BilinForm,bilinear form,layer5.csv,1.000,exact_letters,Q2100018 (0.867; token_jaccard=0.67) symmetric bilinear form [layer5.csv],layer_match
Q837924,alternating bilinear form,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/BilinearForm/Properties.html#LinearMap.BilinForm.IsAlt,bilinear form,layer5.csv,0.867,token_jaccard=0.67,,layer_match
Q2100018,symmetric bilinear form,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/BilinearForm/Properties.html#LinearMap.BilinForm.IsSymm,symmetric bilinear form,layer5.csv,1.000,exact_letters,Q77584712 (0.900; token_jaccard=0.75) skew-symmetric bilinear form [layer5.csv]; Q837924 (0.867; token_jaccard=0.67) bilinear form [layer5.csv],layer_match
Q736753,quadratic form,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/QuadraticForm/Basic.html#QuadraticForm,quadratic form,layer5.csv,1.000,exact_letters,,layer_match
Q5533834,polar form of a quadratic,https://leanprover-community.github.io/mathlib4_docs/Mathlib/LinearAlgebra/QuadraticForm/Basic.html#QuadraticMap.polar,genus of a quadratic form,layer3.csv,0.867,token_jaccard=0.67,,layer_match
Q114715764,diagonalization of self-adjoint endomorphisms,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Analysis/InnerProductSpace/Spectrum.html#LinearMap.IsSymmetric.eigenvectorBasis_apply_self_apply,theory of self-adjoint endomorphisms,layer2.csv,0.867,token_jaccard=0.67,,layer_match
Q1029390,filter,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Order/Filter/Defs.html#Filter,Filter,layer5.csv,1.000,exact_letters,Q1052692 (1.000; exact_letters) filter [layer4.csv]; Q16545258 (1.000; exact_letters) filter [layer5.csv]; Q2672873 (1.000; exact_letters) filter [layer5.csv]; Q2706314 (1.000; exact_letters) filter [layer5.csv],layer_match
Q179899,topological space,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Topology/Defs/Basic.html#TopologicalSpace,topological space,layer1.csv,1.000,exact_letters,Q4352436 (0.867; token_jaccard=0.67) finite topological space [layer4.csv]; Q590554 (0.867; token_jaccard=0.67) noetherian topological space [layer5.csv]; Q1139111 (0.867; token_jaccard=0.67) quotient topological space [layer4.csv]; Q114716129 (0.867; token_jaccard=0.67) topological space theory [layer2.csv],layer_match
Q170058,continuous function,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Topology/Defs/Basic.html#Continuous,continuous function,layer2.csv,1.000,exact_letters,Q25488023 (1.000; exact_letters) continuous function [layer2.csv]; Q5165476 (1.000; exact_letters) continuous function [layer3.csv]; Q1537963 (0.867; token_jaccard=0.67) Hölder continuous function [layer5.csv]; Q29035552 (0.867; token_jaccard=0.67) left-continuous function [layer5.csv],layer_match
Q17130880,induced topology,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Topology/Defs/Induced.html#TopologicalSpace.induced,induced topology,layer5.csv,1.000,exact_letters,,layer_match
Q56653513,open map,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Topology/Defs/Basic.html#IsOpenMap,open map,layer2.csv,1.000,exact_letters,,layer_match
Q3754530,closed map,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Topology/Defs/Basic.html#IsClosedMap,closed map,layer2.csv,1.000,exact_letters,,layer_match
Q106504945,closure,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Topology/Defs/Basic.html#closure,Closure,layer5.csv,1.000,exact_letters,Q320346 (1.000; exact_letters) closure [layer3.csv]; Q4720939 (1.000; exact_letters) closure [layer1.csv],layer_match
Q326908,Hausdorff space,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Topology/Separation/Hausdorff.html#T2Space,Hausdorff space,layer3.csv,1.000,exact_letters,Q1135782 (0.867; token_jaccard=0.67) completely Hausdorff space [layer5.csv]; Q7977932 (0.867; token_jaccard=0.67) weak Hausdorff space [layer5.csv],layer_match
Q2740469,sequential space,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Topology/Defs/Sequences.html#SequentialSpace,sequential space,layer3.csv,1.000,exact_letters,,layer_match
Q1669863,compact open topology,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Topology/CompactOpen.html#ContinuousMap.compactOpen,compact-open topology,layer5.csv,1.000,exact_letters,,layer_match
Q2033899,Stone-Cech compactification,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Topology/Compactification/StoneCech.html#StoneCech,Stone–Čech compactification,layer2.csv,1.000,exact_letters,,layer_match
Q1154996,topological fiber bundle,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Topology/FiberBundle/Basic.html#FiberBundle,fiber bundle,layer5.csv,0.867,token_jaccard=0.67,,layer_match
